emp_no,first_name,last_name,birth_date,from_date,to_date,title
279280,Niranjan,Debuse,1/9/65,9/21/92,1/1/99,Engineer
217286,Yannik,Spelt,1/5/65,9/22/92,1/1/99,Technique Leader
29954,Pranay,Giarratana,1/27/65,9/29/92,1/1/99,Senior Engineer
240438,Temple,Cyre,1/2/65,9/30/92,1/1/99,Senior Staff
446897,Takahiro,Dalton,1/22/65,9/30/92,1/1/99,Technique Leader
222998,Leaf,Awdeh,1/7/65,10/2/92,1/1/99,Senior Staff
435602,Dietrich,Kranzdorf,1/29/65,10/4/92,1/1/99,Staff
410433,Kazuhisa,Riesenhuber,1/19/65,10/6/92,1/1/99,Senior Engineer
440937,Fabrizio,Usery,1/18/65,10/13/92,1/1/99,Senior Staff
429087,Hugh,Senzako,1/27/65,10/15/92,1/1/99,Technique Leader
89207,Along,Erol,1/15/65,10/16/92,1/1/99,Senior Staff
235325,Gro,Prochazka,1/6/65,10/16/92,1/1/99,Engineer
265039,Navid,Staudhammer,1/3/65,10/18/92,1/1/99,Senior Staff
108198,Randi,Samarati,1/24/65,10/20/92,1/1/99,Senior Staff
284717,Gal,Ranta,1/11/65,11/7/92,1/1/99,Senior Engineer
465501,Mrinalini,Gire,1/5/65,11/9/92,1/1/99,Senior Staff
488984,Kendra,Junet,1/18/65,11/12/92,1/1/99,Staff
469735,Arif,Stranks,1/30/65,11/16/92,1/1/99,Senior Engineer
483825,Marek,Mitchem,1/22/65,11/20/92,1/1/99,Senior Engineer
418860,Ymte,Dalton,2/1/65,11/22/92,1/1/99,Senior Staff
56209,Remzi,Douceur,1/19/65,12/1/92,1/1/99,Senior Engineer
106096,Naftali,Schurmann,1/14/65,12/2/92,1/1/99,Engineer
447018,Dannz,Miara,1/17/65,12/4/92,1/1/99,Engineer
222311,Miyeon,Billingsley,1/20/65,12/5/92,1/1/99,Senior Engineer
251341,Divier,Kumaresan,1/11/65,12/5/92,1/1/99,Senior Staff
287713,Aamod,Ranka,1/23/65,12/7/92,1/1/99,Senior Staff
445950,Ebru,Valtorta,1/23/65,12/9/92,1/1/99,Engineer
247089,Seongbae,Schahn,1/17/65,12/10/92,1/1/99,Senior Staff
236566,Yechezkel,Maginnis,1/17/65,12/11/92,1/1/99,Senior Staff
40765,Michaela,Ramsak,1/1/65,12/21/92,1/1/99,Senior Staff
220625,Shigenori,Deville,1/25/65,12/24/92,1/1/99,Technique Leader
17206,Berry,DeMori,1/2/65,12/27/92,1/1/99,Senior Engineer
235729,Henk,Anger,2/1/65,1/19/93,1/1/99,Staff
275444,Limsoon,Leppanen,1/16/65,1/21/93,1/1/99,Senior Engineer
435305,Berthier,Pramanik,1/21/65,1/23/93,1/1/99,Senior Staff
92920,Huei,Hutter,1/20/65,1/28/93,1/1/99,Engineer
53278,Premsyl,Lortz,1/31/65,2/1/93,1/1/99,Senior Staff
31188,Leandro,Gist,1/12/65,2/3/93,1/1/99,Technique Leader
59966,Steen,Salvesen,1/28/65,2/3/93,1/1/99,Technique Leader
264626,Noritoshi,Bakhtari,1/13/65,2/3/93,1/1/99,Senior Staff
228766,Nahla,Smailagic,1/11/65,2/12/93,1/1/99,Senior Engineer
232723,Tesuya,Bugrara,1/14/65,2/13/93,1/1/99,Engineer
33215,Steen,Fasbender,1/29/65,2/14/93,1/1/99,Technique Leader
251233,Yucel,Bernini,1/7/65,2/19/93,1/1/99,Senior Engineer
414027,Tadanori,Msuda,1/31/65,2/20/93,1/1/99,Engineer
61873,Woody,Rusmann,1/19/65,2/26/93,1/1/99,Engineer
476055,Girolamo,Schlumberger,1/3/65,3/7/93,1/1/99,Senior Staff
450184,Selwyn,Henseler,1/11/65,3/9/93,1/1/99,Senior Engineer
488693,Jiong,Zultner,1/27/65,3/10/93,1/1/99,Senior Engineer
73076,Froduald,Feldhoffer,1/22/65,3/16/93,1/1/99,Senior Engineer
206836,Guadalupe,Pfau,1/12/65,3/22/93,1/1/99,Staff
203946,Yefim,Marwedel,1/23/65,3/30/93,1/1/99,Staff
431576,Masamitsu,Back,1/6/65,4/12/93,1/1/99,Staff
239415,Susumu,Brender,1/1/65,4/17/93,1/1/99,Senior Engineer
413098,Hsiangchu,Taubenfeld,1/26/65,4/17/93,1/1/99,Staff
461801,Sumali,Cooman,1/3/65,4/18/93,1/1/99,Senior Staff
289909,Hilari,Vecchio,1/9/65,4/24/93,1/1/99,Senior Staff
497174,Sanjiv,Bressoud,1/2/65,4/27/93,1/1/99,Senior Engineer
476361,Doohun,Preusig,1/9/65,4/28/93,1/1/99,Technique Leader
453913,Stein,Perng,1/23/65,4/29/93,1/1/99,Senior Staff
97661,Avishai,Hegner,1/31/65,5/8/93,1/1/99,Staff
253893,Huiqun,Trystram,1/4/65,5/10/93,1/1/99,Senior Engineer
241254,Jagoda,Anguita,1/15/65,5/11/93,1/1/99,Senior Engineer
464284,Huiqun,Henders,1/20/65,5/19/93,1/1/99,Senior Staff
418380,Kazuhiko,Gornas,1/2/65,5/20/93,1/1/99,Senior Engineer
53431,Sham,Vasanthakumar,1/12/65,5/24/93,1/1/99,Senior Staff
265521,Kensei,Salverda,1/4/65,5/25/93,1/1/99,Engineer
487008,Zhigen,Raney,1/22/65,5/26/93,1/1/99,Senior Staff
214215,Xiaoqiang,Cardazo,1/25/65,5/28/93,1/1/99,Senior Staff
86213,Kristine,Clemencon,1/28/65,6/1/93,1/1/99,Senior Staff
276186,Sajjad,Vecchi,1/30/65,6/2/93,1/1/99,Staff
293154,Syozo,Maliniak,1/21/65,6/6/93,1/1/99,Senior Staff
48882,Leen,Lamparter,1/28/65,6/7/93,1/1/99,Senior Engineer
77815,Ronghao,Picaronny,1/21/65,6/9/93,1/1/99,Engineer
430054,Erzsebet,Setiz,1/22/65,6/10/93,1/1/99,Engineer
467176,Przemyslawa,Borovoy,1/5/65,6/18/93,1/1/99,Staff
249780,Nechama,Gaughan,1/12/65,7/9/93,1/1/99,Assistant Engineer
272599,Holgard,Hegner,1/16/65,7/15/93,1/1/99,Staff
287327,Youjian,Felder,1/13/65,7/15/93,1/1/99,Staff
55640,Adit,Syrotiuk,1/25/65,7/16/93,1/1/99,Engineer
24377,Lubomir,Wroclawski,1/25/65,7/25/93,1/1/99,Engineer
213016,Yongmao,Fontan,1/22/65,7/26/93,1/1/99,Engineer
263649,Mechthild,Zongker,1/17/65,7/26/93,1/1/99,Senior Staff
68633,Chinhyun,Rassart,1/28/65,7/29/93,1/1/99,Senior Engineer
281848,Parke,Staylopatis,1/29/65,7/31/93,1/1/99,Engineer
10933,Juyoung,Seghrouchni,1/24/65,8/2/93,1/1/99,Senior Engineer
428195,Hatsukazu,Rosca,1/11/65,8/2/93,1/1/99,Senior Staff
92841,Claude,Candan,1/22/65,8/4/93,1/1/99,Senior Staff
31207,Abdelwaheb,Dulin,1/30/65,8/5/93,1/1/99,Senior Engineer
222354,Valdiodio,Schlumberger,1/15/65,8/7/93,1/1/99,Engineer
274813,Yefim,Pettey,1/10/65,8/7/93,1/1/99,Senior Staff
266644,Anwar,Gubsky,1/8/65,8/9/93,1/1/99,Senior Staff
226216,Giordano,Gini,1/28/65,8/14/93,1/1/99,Technique Leader
217026,Otmar,Engberts,1/11/65,8/16/93,1/1/99,Senior Staff
61541,Kasidit,Papsdorf,1/8/65,8/17/93,1/1/99,Engineer
468417,Kamakshi,Huhdanpaa,1/25/65,8/26/93,1/1/99,Engineer
282333,Nahla,Serdy,1/25/65,9/9/93,1/1/99,Staff
32552,Atreye,Stanger,1/17/65,9/10/93,1/1/99,Engineer
217320,Abdelwaheb,Denis,1/10/65,9/10/93,1/1/99,Engineer
496978,Danco,Debuse,1/30/65,9/10/93,1/1/99,Senior Staff
214391,Rayond,Klassen,1/15/65,9/11/93,1/1/99,Staff
433438,Keiichiro,Miyakawa,1/6/65,9/12/93,1/1/99,Senior Staff
86354,Ronghao,Segond,1/27/65,9/13/93,1/1/99,Senior Engineer
256888,Heather,Pehl,1/3/65,9/15/93,1/1/99,Staff
12155,Keiichiro,Glinert,1/21/65,9/16/93,1/1/99,Senior Engineer
469253,Baruch,Basawa,1/17/65,9/17/93,1/1/99,Senior Engineer
24205,Roddy,Rubsam,1/25/65,9/19/93,1/1/99,Senior Engineer
468773,Baziley,Brookner,1/27/65,9/22/93,1/1/99,Engineer
432399,Nitsan,Nollmann,1/19/65,9/29/93,1/1/99,Engineer
72640,Honglan,Hutton,1/24/65,10/4/93,1/1/99,Senior Engineer
42950,Shaleah,Eickenmeyer,1/22/65,10/9/93,1/1/99,Senior Staff
486956,Matt,Ruemmler,1/1/65,10/14/93,1/1/99,Engineer
20500,Christoph,Trystram,1/30/65,10/15/93,1/1/99,Staff
56682,Roded,Picco,1/28/65,11/6/93,1/1/99,Assistant Engineer
400780,Poornachandra,Asser,1/9/65,11/7/93,1/1/99,Engineer
429249,Alassane,Wolniewicz,1/28/65,11/9/93,1/1/99,Engineer
58384,Mariusz,Vural,1/22/65,11/14/93,1/1/99,Engineer
212093,Leni,Henders,1/11/65,11/19/93,1/1/99,Staff
459172,Val,Rissanen,1/19/65,11/20/93,1/1/99,Engineer
27767,Tooru,Veldwijk,1/27/65,11/21/93,1/1/99,Senior Staff
95416,Gianluca,Ramaiah,1/13/65,11/29/93,1/1/99,Engineer
80203,Shakhar,Baik,1/22/65,12/1/93,1/1/99,Staff
46943,Pasqua,Maraist,1/31/65,12/6/93,1/1/99,Engineer
259718,Stepehn,Bouloucos,1/24/65,12/13/93,1/1/99,Staff
492000,Valeska,Cools,1/10/65,12/16/93,1/1/99,Senior Staff
408953,Jolita,Claffy,1/26/65,12/24/93,1/1/99,Senior Engineer
252392,Sanjeeva,Peron,1/1/65,12/26/93,1/1/99,Engineer
249799,Jolita,Neimat,1/4/65,12/27/93,1/1/99,Engineer
43733,Huei,Boguraev,1/26/65,12/31/93,1/1/99,Staff
15413,Arvin,Rabejac,1/17/65,1/1/94,1/1/99,Engineer
408114,Geoffrey,Ladret,1/5/65,1/3/94,1/1/99,Engineer
418606,Michaela,Otillio,1/11/65,1/5/94,1/1/99,Engineer
83289,Shigeichiro,Engelmann,1/9/65,1/9/94,1/1/99,Senior Engineer
52599,Augustine,Mungall,1/25/65,1/13/94,1/1/99,Engineer
265794,Miquel,Halloran,1/15/65,1/14/94,1/1/99,Senior Staff
482335,Kwangyoen,Peck,1/26/65,1/16/94,1/1/99,Engineer
22451,Jasminko,Bresenham,1/27/65,1/19/94,1/1/99,Staff
221435,Djenana,Marrevee,1/6/65,2/6/94,1/1/99,Engineer
278239,Boaz,Bottner,1/19/65,2/6/94,1/1/99,Staff
288560,Yifei,Birjandi,1/16/65,2/7/94,1/1/99,Senior Staff
488752,Nimmagadda,Baja,1/23/65,2/9/94,1/1/99,Senior Staff
272860,Minghong,Candan,2/1/65,2/10/94,1/1/99,Assistant Engineer
236827,Almudena,Rijckaert,1/28/65,2/16/94,1/1/99,Engineer
37945,Suzette,Butterworth,1/2/65,2/19/94,1/1/99,Senior Engineer
430631,Kersti,Marsiglia,1/17/65,2/19/94,1/1/99,Engineer
424584,Kagan,Dredge,2/1/65,2/26/94,1/1/99,Engineer
54795,Sumant,Nergos,1/29/65,3/2/94,1/1/99,Staff
292504,Georgi,Bednarek,1/27/65,3/2/94,1/1/99,Engineer
474331,Sugwoo,Eugenio,1/29/65,3/2/94,1/1/99,Senior Staff
48904,Yuichiro,Malabarba,1/23/65,3/7/94,1/1/99,Senior Staff
435791,Hercules,Speer,1/7/65,3/7/94,1/1/99,Engineer
10095,Hilari,Morton,1/3/65,3/10/94,1/1/99,Senior Staff
52283,Trygve,Krupka,1/20/65,3/11/94,1/1/99,Senior Staff
426706,Karsten,Kawashima,1/7/65,3/15/94,1/1/99,Engineer
247447,Tzu,Bakhtari,1/28/65,3/18/94,1/1/99,Engineer
287482,Shigeaki,Gihr,1/1/65,3/18/94,1/1/99,Senior Engineer
230579,Shahar,Negoita,1/17/65,3/19/94,1/1/99,Senior Staff
19350,Satoru,Yoshizawa,1/19/65,3/27/94,1/1/99,Staff
235780,Sampalli,Bergere,1/17/65,4/8/94,1/1/99,Senior Engineer
444487,Udi,Rullman,1/3/65,4/9/94,1/1/99,Senior Engineer
435588,Genta,Pepe,1/29/65,4/12/94,1/1/99,Staff
410616,Gudjon,Kalorkoti,1/18/65,4/14/94,1/1/99,Engineer
14127,Magdalena,Cannard,1/10/65,4/22/94,1/1/99,Engineer
214995,Dinkar,Hoppenstand,1/12/65,5/4/94,1/1/99,Engineer
249239,Hideyuki,Decleir,1/21/65,5/4/94,1/1/99,Senior Engineer
101647,Mori,Homond,1/22/65,5/10/94,1/1/99,Senior Staff
432665,Flemming,Driscoll,1/2/65,5/28/94,1/1/99,Engineer
220131,Reinhard,Slaats,1/9/65,6/8/94,1/1/99,Engineer
466064,Temple,Danlos,1/31/65,6/13/94,1/1/99,Senior Staff
440450,Tzvetan,Scharstein,1/16/65,6/16/94,1/1/99,Staff
434936,Sahrah,Rosis,1/15/65,6/24/94,1/1/99,Engineer
225601,Masasuke,Genin,1/13/65,6/25/94,1/1/99,Assistant Engineer
423327,Constantijn,Lichtman,1/27/65,6/26/94,1/1/99,Staff
267304,Jordanka,Axelband,1/6/65,6/27/94,1/1/99,Senior Staff
421074,Zhaofang,Falster,1/7/65,6/29/94,1/1/99,Senior Staff
490557,Luise,Vigier,1/27/65,7/1/94,1/1/99,Engineer
65171,Jeane,Tasistro,1/25/65,7/6/94,1/1/99,Technique Leader
454791,Xiaoqiu,Pietracaprina,1/22/65,7/9/94,1/1/99,Senior Engineer
432034,Arfst,Uehara,1/24/65,7/10/94,1/1/99,Senior Staff
462795,Somnath,Cummings,1/5/65,7/10/94,1/1/99,Senior Staff
76640,Tristan,Mitsuhashi,1/2/65,7/13/94,1/1/99,Senior Engineer
14104,Sudhanshu,Demian,1/3/65,7/23/94,1/1/99,Senior Staff
294241,Marl,Fiebach,1/12/65,7/26/94,1/1/99,Staff
480066,Suebskul,Menhardt,1/31/65,7/26/94,1/1/99,Senior Engineer
103316,Susanne,Peternell,1/3/65,7/27/94,1/1/99,Engineer
286573,Nahum,Nishimukai,1/27/65,7/29/94,1/1/99,Engineer
201229,Alejandra,Khasidashvili,1/3/65,7/30/94,1/1/99,Staff
64984,Eldridge,Eldridge,1/6/65,8/4/94,1/1/99,Senior Engineer
295262,Moon,Pews,1/22/65,8/6/94,1/1/99,Assistant Engineer
44900,Mark,Schwaller,1/5/65,8/10/94,1/1/99,Senior Staff
429316,Seshu,Hiraishi,1/8/65,8/10/94,1/1/99,Staff
468360,Huei,Saoudi,1/12/65,8/10/94,1/1/99,Technique Leader
439924,Gunilla,Kisuki,1/30/65,8/14/94,1/1/99,Senior Staff
22415,Perla,Jumpertz,1/20/65,8/24/94,1/1/99,Senior Staff
491162,Panayotis,Hempstead,1/14/65,8/29/94,1/1/99,Senior Engineer
34788,Ennio,Babu,1/27/65,8/31/94,1/1/99,Senior Engineer
457305,Sorina,Lakshmanan,1/15/65,9/3/94,1/1/99,Staff
289807,Soenke,Lemarechal,1/4/65,9/4/94,1/1/99,Senior Staff
83544,Leaf,Baak,1/18/65,9/5/94,1/1/99,Senior Staff
288166,Masoud,Asmuth,1/11/65,9/5/94,1/1/99,Staff
34505,Felicidad,Kumaresan,1/28/65,9/6/94,1/1/99,Senior Staff
95920,Nobuyoshi,Hegner,1/19/65,9/7/94,1/1/99,Staff
207068,Zhiguo,Ariola,1/13/65,9/7/94,1/1/99,Senior Staff
233690,Cedric,Riefers,1/17/65,9/8/94,1/1/99,Engineer
24394,Zhonghui,Conta,1/4/65,9/10/94,1/1/99,Staff
53499,Zdislav,Mandelberg,1/20/65,9/11/94,1/1/99,Senior Engineer
281570,Zijian,Covnot,1/8/65,9/13/94,1/1/99,Assistant Engineer
414551,Elliott,Copas,1/22/65,9/13/94,1/1/99,Senior Engineer
200267,Chuanti,Luff,1/8/65,9/21/94,1/1/99,Senior Staff
408437,Uno,Solares,1/29/65,9/22/94,1/1/99,Senior Staff
58141,Bezalel,Karner,1/5/65,9/27/94,1/1/99,Staff
66702,Deniz,Thibadeau,2/1/65,9/27/94,1/1/99,Engineer
408417,Tsz,Daescu,1/19/65,9/28/94,1/1/99,Staff
285164,Xiaocheng,Kumaresan,1/2/65,10/3/94,1/1/99,Staff
42911,Brigham,Eterovic,1/29/65,10/8/94,1/1/99,Engineer
252316,Gill,Niizuma,1/7/65,10/8/94,1/1/99,Senior Engineer
453790,Fai,Keirsey,1/11/65,10/12/94,1/1/99,Engineer
35087,Leif,Ashish,1/17/65,10/14/94,1/1/99,Senior Staff
442490,Navid,Luke,1/8/65,10/17/94,1/1/99,Engineer
482755,Jouni,Conia,1/3/65,10/31/94,1/1/99,Senior Staff
486918,Yagil,Remmers,1/18/65,11/1/94,1/1/99,Senior Staff
82069,Yechezkel,Perfilyeva,1/20/65,11/3/94,1/1/99,Engineer
452206,Arra,Esposito,1/22/65,11/3/94,1/1/99,Staff
229386,Pohua,Tasistro,1/3/65,11/4/94,1/1/99,Technique Leader
285905,Kellyn,Bage,1/9/65,11/4/94,1/1/99,Senior Staff
271219,Odoardo,Tyugu,1/16/65,11/7/94,1/1/99,Engineer
222319,Matt,Chvatal,1/20/65,11/9/94,1/1/99,Senior Engineer
69219,Shuky,Redmiles,1/9/65,11/19/94,1/1/99,Senior Staff
211879,Gao,Ranze,1/12/65,11/24/94,1/1/99,Engineer
74344,Hiroyasu,Provine,2/1/65,11/25/94,1/1/99,Engineer
205699,Youjian,Yetto,1/31/65,12/7/94,1/1/99,Senior Staff
254821,Tonny,Couchot,1/24/65,12/12/94,1/1/99,Staff
437724,Erez,Luft,1/17/65,12/14/94,1/1/99,Staff
26671,Jiakeng,Kalorkoti,1/21/65,12/25/94,1/1/99,Senior Engineer
248758,Snehasis,Muhlberg,2/1/65,12/25/94,1/1/99,Senior Staff
452982,Lobel,Aloia,1/29/65,12/29/94,1/1/99,Senior Staff
32844,Tadahiko,Melton,1/23/65,1/7/95,1/1/99,Engineer
34533,Erzsebet,Shigei,1/10/65,1/16/95,1/1/99,Senior Engineer
498955,Nechama,Kandlur,1/13/65,1/16/95,1/1/99,Senior Engineer
286370,Toshimitsu,Seuren,1/6/65,1/19/95,1/1/99,Senior Staff
409798,Dekang,Tsunoo,1/15/65,1/19/95,1/1/99,Technique Leader
426644,Zejun,Broomell,1/13/65,1/19/95,1/1/99,Senior Engineer
267227,Susuma,Tagansky,1/10/65,1/22/95,1/1/99,Engineer
215419,Flemming,Kroha,1/16/65,1/23/95,1/1/99,Staff
493048,Muzhong,Berztiss,1/31/65,1/23/95,1/1/99,Senior Staff
437369,Kazuhide,Biran,2/1/65,1/25/95,1/1/99,Senior Staff
446959,Aram,Passino,1/29/65,1/28/95,1/1/99,Senior Engineer
220611,Yuping,Babb,1/23/65,1/31/95,1/1/99,Staff
425757,Yongdong,Jiang,1/18/65,1/31/95,1/1/99,Senior Staff
433059,Bojan,Montresor,1/2/65,2/4/95,1/1/99,Staff
95509,Kristinn,Loncour,1/11/65,2/8/95,1/1/99,Engineer
423208,Joydip,Krone,1/19/65,2/8/95,1/1/99,Engineer
258470,Weiwu,Butner,1/4/65,2/14/95,1/1/99,Staff
207551,Baziley,Falck,1/15/65,2/18/95,1/1/99,Assistant Engineer
275495,Shen,Yamaashi,1/13/65,2/19/95,1/1/99,Staff
262928,Piyush,Gill,1/1/65,2/20/95,1/1/99,Engineer
42955,Yucel,Lortz,1/12/65,2/21/95,1/1/99,Engineer
415363,Conal,Shackell,1/19/65,2/23/95,1/1/99,Senior Staff
233426,Etsuo,Usery,1/12/65,3/2/95,1/1/99,Engineer
418298,Arvin,Pusterhofer,1/8/65,3/2/95,1/1/99,Senior Engineer
245396,Gift,Bottner,1/31/65,3/4/95,1/1/99,Staff
105356,Diederik,Matzov,1/29/65,3/8/95,1/1/99,Engineer
451333,Radhika,Bonifati,1/15/65,3/11/95,1/1/99,Senior Staff
276189,Isaac,Klerer,1/10/65,3/19/95,1/1/99,Senior Staff
402102,Kersti,Granlund,1/21/65,3/19/95,1/1/99,Engineer
450888,Sedat,Rande,1/3/65,3/25/95,1/1/99,Senior Staff
413832,Marco,Jahnichen,1/24/65,3/28/95,1/1/99,Senior Staff
55687,Shih,Lindqvist,1/2/65,3/29/95,1/1/99,Senior Engineer
253029,Thodoros,Thimonier,1/13/65,4/5/95,1/1/99,Engineer
493096,Sachem,Msuda,1/31/65,4/7/95,1/1/99,Engineer
467392,Mariusz,Rikino,1/7/65,4/13/95,1/1/99,Engineer
478170,Doowon,Schoegge,1/22/65,4/13/95,1/1/99,Engineer
231671,Chandrasekaran,Pearson,1/7/65,4/14/95,1/1/99,Staff
80850,Koldo,Luit,2/1/65,4/16/95,1/1/99,Engineer
406564,Parviz,Picco,1/25/65,4/16/95,1/1/99,Engineer
12408,Rasiah,Sudkamp,1/10/65,4/18/95,1/1/99,Senior Engineer
277420,Rayond,Schach,1/16/65,4/22/95,1/1/99,Senior Engineer
214539,Ingmar,Kohling,1/27/65,4/25/95,1/1/99,Engineer
457337,Xumin,Beidas,1/31/65,4/27/95,1/1/99,Technique Leader
476122,Khun,Spieker,1/4/65,5/7/95,1/1/99,Engineer
496100,Pranjal,Reinhard,1/7/65,5/8/95,1/1/99,Staff
406239,Marek,Tomescu,1/9/65,5/15/95,1/1/99,Engineer
88965,Mang,Hedayat,1/20/65,5/22/95,1/1/99,Engineer
51036,Chriss,Fasbender,1/29/65,5/23/95,1/1/99,Staff
17013,Morris,Garigliano,1/15/65,5/24/95,1/1/99,Staff
454825,Kamakshi,Schusler,1/2/65,5/25/95,1/1/99,Engineer
476327,Reinhold,Binkley,1/31/65,5/29/95,1/1/99,Engineer
427332,Feiyu,Hemaspaandra,1/20/65,6/4/95,1/1/99,Staff
454736,Nechama,Ermel,1/24/65,6/5/95,1/1/99,Engineer
18424,Filipp,Rousseau,1/19/65,6/7/95,1/1/99,Senior Engineer
92685,Mang,Atchley,1/26/65,6/7/95,1/1/99,Senior Staff
216342,Aiichiro,Cromarty,1/22/65,6/10/95,1/1/99,Engineer
427571,Torsten,Ranta,1/20/65,7/3/95,1/1/99,Engineer
30035,Tetsushi,Conta,1/8/65,7/4/95,1/1/99,Senior Staff
403644,Krisda,Hainaut,1/19/65,7/8/95,1/1/99,Senior Staff
47708,Edwin,Haldar,1/5/65,7/12/95,1/1/99,Senior Staff
88958,Vojin,Coombs,1/22/65,7/23/95,1/1/99,Staff
297954,Sailaja,Fujisaki,1/13/65,7/24/95,1/1/99,Assistant Engineer
235096,Sverrir,Gyimothy,1/21/65,7/30/95,1/1/99,Staff
222770,Kazuhiko,Kushner,1/22/65,8/1/95,1/1/99,Senior Engineer
276563,Gift,Solares,1/1/65,8/1/95,1/1/99,Senior Staff
219052,Marsal,Acton,1/6/65,8/2/95,1/1/99,Staff
69052,Shietung,Shrader,1/26/65,8/5/95,1/1/99,Senior Staff
400683,Kamakshi,Manders,1/28/65,8/5/95,1/1/99,Staff
88647,Vasiliy,Ratnaker,1/10/65,8/9/95,1/1/99,Engineer
229098,Berry,Yurek,1/8/65,8/16/95,1/1/99,Senior Staff
220699,Nahid,Gyimothy,1/7/65,8/18/95,1/1/99,Staff
86655,Zhenhua,Lorys,1/1/65,8/21/95,1/1/99,Engineer
293746,Sanjay,Litecky,1/25/65,8/27/95,1/1/99,Engineer
62245,Adel,Bressoud,1/1/65,8/30/95,1/1/99,Engineer
422783,Jagoda,Uhrig,1/18/65,9/1/95,1/1/99,Engineer
105432,Mohamadou,Stafford,1/8/65,9/12/95,1/1/99,Engineer
263186,Danny,Lowrie,1/22/65,9/13/95,1/1/99,Technique Leader
86672,JoAnne,Anido,1/15/65,9/15/95,1/1/99,Staff
60000,Heekeun,Emmart,1/16/65,9/23/95,1/1/99,Engineer
202882,Isaac,Koshino,1/25/65,9/28/95,1/1/99,Senior Engineer
449189,Jahangir,Bernatsky,1/30/65,9/30/95,1/1/99,Senior Staff
103310,Visit,Swen,1/7/65,10/2/95,1/1/99,Staff
435042,Brigham,Borstler,1/10/65,10/9/95,1/1/99,Staff
441536,Chinho,Collette,1/10/65,10/9/95,1/1/99,Senior Engineer
274071,Mingsen,Weiland,1/1/65,10/12/95,1/1/99,Staff
466745,Boalin,Birsak,1/26/65,10/16/95,1/1/99,Staff
229248,Harjit,Terekhov,1/27/65,10/19/95,1/1/99,Staff
249504,Dmitry,Velardi,1/7/65,10/20/95,1/1/99,Senior Engineer
442653,Mona,Hebden,1/4/65,10/20/95,1/1/99,Engineer
453688,Chinya,Leslie,1/24/65,10/28/95,1/1/99,Engineer
231069,Trygve,Siksek,1/22/65,11/9/95,1/1/99,Staff
425540,Paddy,Zumaque,1/3/65,11/12/95,1/1/99,Senior Staff
278386,Caolyn,Poujol,1/15/65,12/3/95,1/1/99,Technique Leader
472052,Godehard,Chinal,1/26/65,12/9/95,1/1/99,Assistant Engineer
225788,Ipke,Kieras,1/8/65,12/18/95,1/1/99,Engineer
41114,Petter,Thummel,1/25/65,12/24/95,1/1/99,Technique Leader
233394,Khalid,Lenart,1/6/65,12/24/95,1/1/99,Engineer
415338,Shigeo,Emmart,1/22/65,12/24/95,1/1/99,Assistant Engineer
461270,Mrinalini,Mawatari,1/10/65,1/3/96,1/1/99,Staff
71066,Domenick,Basart,1/27/65,1/5/96,1/1/99,Staff
212361,Claudi,Stanfel,1/16/65,1/7/96,1/1/99,Engineer
41137,Bikash,Buchter,1/20/65,1/8/96,1/1/99,Staff
288563,Cristinel,Gerlach,1/2/65,1/9/96,1/1/99,Senior Engineer
290284,Kwangjo,Menhardt,1/8/65,1/11/96,1/1/99,Engineer
467886,Sivanarayana,Chandrasekhar,1/2/65,1/24/96,1/1/99,Senior Staff
284954,Anneke,Hammerschmidt,1/16/65,1/30/96,1/1/99,Engineer
52639,Arup,Colorni,1/9/65,2/5/96,1/1/99,Senior Staff
96579,Mohan,Tasistro,1/18/65,2/10/96,1/1/99,Engineer
242800,Kazuyasu,Levergood,1/11/65,2/10/96,1/1/99,Engineer
452957,Alair,Nanard,1/3/65,2/10/96,1/1/99,Staff
220582,Poornachandra,Zielinski,1/8/65,2/13/96,1/1/99,Senior Staff
64632,Zsolt,Brender,1/7/65,2/21/96,1/1/99,Senior Staff
204133,Susuma,Bergere,1/22/65,2/25/96,1/1/99,Senior Staff
453154,Gao,Lally,1/3/65,3/1/96,1/1/99,Staff
429481,Subhada,Emmerich,1/9/65,3/6/96,1/1/99,Engineer
24080,Jaana,Perez,1/26/65,3/11/96,1/1/99,Technique Leader
218831,Unal,DuBourdieux,1/16/65,3/13/96,1/1/99,Engineer
465085,Vidar,Gunderson,1/18/65,3/18/96,1/1/99,Senior Staff
418239,Josyula,Motley,1/3/65,3/26/96,1/1/99,Senior Engineer
239067,Tadahiko,Pocchiola,1/11/65,4/2/96,1/1/99,Staff
229404,Gilbert,Kilgour,1/11/65,4/5/96,1/1/99,Staff
217363,Horward,Marzano,1/14/65,4/11/96,1/1/99,Staff
488540,Breannda,Maquelin,1/22/65,4/12/96,1/1/99,Senior Staff
284431,Pintsang,Fujisawa,1/25/65,4/16/96,1/1/99,Senior Staff
210292,Lihong,Zeilberger,1/18/65,4/28/96,1/1/99,Staff
264167,Baoqiu,Tomescu,1/25/65,5/1/96,1/1/99,Senior Engineer
39036,Changho,Cappelli,1/8/65,5/4/96,1/1/99,Staff
244714,Poorav,Clouatre,1/27/65,5/6/96,1/1/99,Senior Engineer
16528,Gaurav,Swick,1/21/65,5/7/96,1/1/99,Engineer
92598,Ranga,Merro,1/18/65,5/11/96,1/1/99,Assistant Engineer
224390,TRUE,Shobatake,1/24/65,5/17/96,1/1/99,Senior Staff
